194 -0.006 -3.829	R 58 1 3 0.307 0.319 -0.028 -3.785	4 -0.670 -0.594 0.006 8.980
L 71 1 1 -0.271 -0.330 0.062 -15.644	2 0.678 0.559 -0.176 -2.035	R 60 0 3 0.153 0.154 0.358 -0.374	4 -0.202 -0.199 -0.210 1.270
L 72 1 1 -0.269 -0.328 0.051 -15.424	2 0.679 0.560 -0.040 -1.727	R 61 0 3 0.166 0.163 0.505 0.426	4 -0.202 -0.209 -0.267 1.235
L 72 1 1 -0.269 -0.326 0.051 -15.820	2 0.680 0.560 0.040 -1.367	R 62 0 3 0.180 0.173 0.301 1.411	4 -0.210 -0.213 -0.085 0.927
L 73 1 1 -0.266 -0.324 0.040 -15.459	2 0.680 0.559 -0.040 -1.736	R 63 0 3 0.194 0.183 0.176 0.541	4 -0.219 -0.215 -0.267 -1.244
L 74 1 1 -0.264 -0.323 0.062 -15.187	2 0.681 0.560 -0.176 -1.657	R 63 0 3 0.194 0.196 0.437 -0.382	4 -0.230 -0.222 -0.233 0.840
L 75 1 1 -0.261 -0.321 0.085 -15.354	2 0.682 0.559 0.017 -1.921	R 64 0 3 0.208 0.206 0.471 0.453	4 -0.230 -0.231 -0.448 0.760
L 75 1 1 -0.261 -0.319 0.051 -15.758	2 0.683 0.559 -0.017 -2.123	R 65 0 3 0.223 0.214 0.346 1.789	4 -0.242 -0.244 -0.573 0.699
L 76 1 1 -0.258 -0.317 0.074 -15.477	2 0.683 0.559 -0.006 -2.044	R 66 0 3 0.237 0.226 0.244 0.391	4 -0.255 -0.252 -0.312 -0.690
L 77 1 1 -0.256 -0.315 0.085 -15.556	2 0.684 0.559 0.017 -2.035	R 66 0 3 0.237 0.241 0.437 -0.752	4 -0.269 -0.258 -0.142 1.077
L 78 1 1 -0.253 -0.313 0.085 -15.486	2 0.685 0.560 -0.006 -1.886	R 67 0 3 0.252 0.249 0.460 0.646	4 -0.269 -0.271 -0.675 0.620
L 78 1 1 -0.253 -0.311 0.085 -15.767	2 0.687 0.560 -0.176 -1.631	R 68 0 3 0.267 0.258 0.358 1.877	4 -0.285 -0.284 -0.573 -0.347
L 79 1 1 -0.251 -0.309 0.096 -15.591	2 0.687 0.560 0.017 -1.886	R 69 0 3 0.283 0.272 0.335 -0.031	4 -0.302 -0.294 -0.392 -0.444
L 80 1 1 -0.249 -0.307 0.108 -15.662	2 0.688 0.560 -0.176 -1.938	R 69 0 3 0.283 0.286 0.392 -0.954	4 -0.319 -0.309 -0.460 1.516
L 81 1 1 -0.246 -0.305 0.074 -15.582	2 0.689 0.560 -0.017 -1.560	R 70 0 3 0.298 0.295 0.528 0.286	4 -0.319 -0.322 -0.460 0.558
L 81 1 1 -0.246 -0.303 0.085 -16.145	2 0.690 0.560 0.017 -1.771	R 71 0 3 0.313 0.305 0.301 1.631	4 -0.338 -0.336 -0.664 0.224
L 82 1 1 -0.244 -0.301 0.040 -15.767	2 0.690 0.559 -0.006 -1.912	R 72 0 3 0.328 0.318 0.221 0.180	4 -0.358 -0.348 -0.255 -1.833
L 83 1 1 -0.241 -0.300 0.062 -15.723	2 0.692 0.559 -0.176 -2.044	R 72 0 3 0.328 0.331 0.448 -0.954	4 -0.378 -0.362 -0.505 1.437
L 84 1 1 -0.239 -0.297 0.096 -15.864	2 0.693 0.560 0.017 -1.947	R 73 0 3 0.343 0.342 0.528 0.207	4 -0.378 -0.383 -0.607 0.426
L 84 1 1 -0.239 -0.296 0.040 -16.066	2 0.694 0.560 -0.176 -1.684	R 74 0 3 0.358 0.352 0.358 1.051	4 -0.399 -0.392 -0.596 -0.927
L 85 1 1 -0.237 -0.294 0.096 -16.031	2 0.694 0.560 -0.176 -1.859	R 75 0 3 0.373 0.363 0.153 0.040	4 -0.420 -0.409 -0.687 -2.325
L 86 1 1 -0.234 -0.292 0.062 -15.899	2 0.696 0.560 -0.176 -1.692	R 75 0 3 0.373 0.378 0.448 -2.035	4 -0.442 -0.425 -0.335 0.945
L 87 1 1 -0.232 -0.290 0.108 -15.925	2 0.697 0.560 0.017 -1.692	R 76 0 3 0.387 0.391 0.585 -1.807	4 -0.442 -0.444 -0.664 -0.259
L 87 1 1 -0.232 -0.287 0.062 -16.453	2 0.699 0.560 -0.176 -1.692	R 77 0 3 0.401 0.400 0.562 -0.585	4 -0.464 -0.454 -0.528 -2.387
L 88 1 1 -0.230 -0.285 0.051 -16.567	2 0.699 0.560 0.028 -1.622	R 78 0 3 0.415 0.410 0.142 -1.226	4 -0.486 -0.468 -0.743 -4.295
L 89 1 1 -0.227 -0.284 0.074 -16.374	2 0.701 0.559 -0.006 -1.815	R 78 0 3 0.415 0.422 0.210 -2.888	4 -0.508 -0.488 -0.358 -0.400
L 90 1 1 -0.225 -0.281 0.153 -16.980	2 0.702 0.559 0.017 -1.974	R 79 0 3 0.428 0.434 0.369 -2.571	4 -0.508 -0.507 -0.732 -0.418
L 90 1 1 -0.225 -0.278 0.085 -17.420	2 0.704 0.560 0.028 -1.622	R 80 0 3 0.440 0.440 0.516 -0.927	4 -0.530 -0.521 -0.471 -2.554
L 91 1 1 -0.223 -0.276 0.119 -17.534	2 0.704 0.560 0.017 -1.912	R 81 0 3 0.452 0.447 0.017 -0.892	4 -0.551 -0.533 -0.653 -4.189
L 92 1 1 -0.221 -0.273 0.119 -17.780	2 0.706 0.559 0.028 -2.009	R 81 0 3 0.452 0.458 0.131 -1.851	4 -0.571 -0.555 -0.380 0.075
L 93 1 1 -0.219 -0.271 0.062 17.921	2 0.707 0.560 -0.176 -1.798	R 82 0 3 0.463 0.466 0.358 -0.954	4 -0.571 -0.566 -0.346 -2.026
L 93 1 1 -0.219 -0.269 0.028 17.578	2 0.709 0.560 0.028 -1.393	R 83 0 3 0.474 0.469 0.244 1.024	4 -0.591 -0.575 -0.539 -5.024
L 94 1 1 -0.217 -0.267 0.085 17.640	2 0.709 0.560 0.028 -1.516	R 84 0 3 0.484 0.476 0.108 0.444	4 -0.610 -0.583 -0.369 -8.127
L 95 1 1 -0.215 -0.265 0.074 17.516	2 0.711 0.560 -0.006 -1.349	R 84 0 3 0.484 0.485 0.289 -0.426	4 -0.627 -0.588 -0.153 -7.398
L 96 1 1 -0.212 -0.263 0.051 17.640	2 0.713 0.560 0.040 -1.754	R 85 0 3 0.492 0.491 0.221 0.312	4 -0.627 -0.597 -0.131 -10.967
L 96 1 1 -0.212 -0.262 0.006 17.508	2 0.715 0.561 0.096 -2.062	R 86 0 3 0.500 0.494 0.108 1.543	4 -0.643 -0.604 -0.289 -13.842
L 97 1 1 -0.210 -0.261 0.017 17.798	2 0.715 0.565 0.153 -1.798	R 87 0 3 0.507 0.501 0.176 0.391	4 -0.658 -0.609 -0.494 -15.881
L 98 1 1 -0.208 -0.262 -0.028 -17.385	2 0.717 0.572 0.301 -1.253	R 87 0 3 0.507 0.508 0.062 -0.171	4 -0.671 -0.615 -0.221 -14.888
L 99 1 1 -0.206 -0.263 -0.006 -16.532	2 0.719 0.580 0.380 -2.712	R 88 0 3 0.513 0.509 0.153 1.015	4 -0.671 -0.625 -0.244 -16.303
L 99 1 1 -0.206 -0.264 -0.096 -15.512	2 0.721 0.589 0.358 -1.578	R 89 0 3 0.517 0.511 0.165 1.842	4 -0.683 -0.637 -0.403 -16.330
L 100 1 1 -0.204 -0.266 -0.040 -14.097	2 0.721 0.598 0.278 -1.701	R 90 0 3 0.521 0.516 0.006 1.191	4 -0.693 -0.647 -0.539 -15.275
L 101 1 1 -0.202 -0.269 -0.062 -12.778	2 0.723 0.611 0.392 -2.229	R 90 0 3 0.521 0.519 0.085 0.655	4 -0.701 -0.657 -0.369 -12.259
L 102 1 1 -0.200 -0.271 -0.074 -11.301	2 0.725 0.625 0.414 -3.002	R 91 0 3 0.523 0.521 0.131 0.620	4 -0.701 -0.669 -0.323 -11.407
L 102 1 1 -0.200 -0.275 -0.108 -10.097	2 0.727 0.635 0.426 -4.004	R 92 0 3 0.525 0.522 0.062 0.734	4 -0.708 -0.679 -0.301 -10.352
L 103 1 1 -0.199 -0.276 -0.006 -8.963	2 0.727 0.645 0.244 -7.275	R 93 0 3 0.525 0.524 -0.017 0.567	4 -0.713 -0.685 -0.335 -9.174
L 104 1 1 -0.197 -0.276 0.017 -8.127	2 0.730 0.652 0.006 -8.338	R 93 0 3 0.525 0.524 -0.017 0.549	4 -0.717 -0.690 -0.096 -8.330
L 105 1 1 -0.195 -0.276 -0.176 -7.618	2 0.732 0.655 0.108 -8.998	R 94 0 3 0.525 0.523 -0.051 0.585	4 -0.717 -0.692 0.006 -9.103
L 105 1 1 -0.195 -0.276 0.062 -7.723	2 0.734 0.656 -0.017 -8.971	R 95 0 3 0.524 0.522 -0.085 0.760	4 -0.719 -0.690 0.074 -10.492
L 106 1 1 -0.193 -0.273 0.085 -7.943	2 0.734 0.655 -0.040 -8.154	R 96 0 3 0.522 0.519 -0.040 1.218	4 -0.721 -0.687 0.108 -11.987
L 107 1 1 -0.191 -0.270 0.108 -8.426	2 0.737 0.654 -0.074 -6.985	R 96 0 3 0.522 0.516 -0.119 2.105	4 -0.721 -0.683 0.108 -13.376
L 108 1 1 -0.189 -0.267 0.119 -8.998	2 0.739 0.653 -0.176 -5.991	R 97 0 3 0.519 0.512 -0.131 2.580	4 -0.721 -0.680 0.074 -14.193
L 108 1 1 -0.189 -0.264 0.108 -9.815	2 0.742 0.653 -0.176 -5.534	R 98 0 3 0.516 0.509 -0.153 2.633	4 -0.720 -0.679 -0.006 -14.255
L 109 1 1 -0.188 -0.262 0.108 -9.912	2 0.742 0.654 0.040 -5.121	R 99 0 3 0.512 0.507 -0.062 2.730	4 -0.719 -0.680 -0.006 -13.780
L 110 1 1 -0.186 -0.260 0.085 -10.000	2 0.744 0.656 0.051 -4.822	R 99 0 3 0.512 0.503 -0.085 3.099	4 -0.717 -0.681 -0.074 -13.297
L 111 1 1 -0.184 -0.258 0.096 -10.273	2 0.747 0.658 0.142 -5.174	R 0 1 3 0.509 0.501 -0.096 2.782	4 -0.717 -0.682 -0.028 -12.541
L 111 1 1 -0.184 -0.257 0.085 -10.703	2 0.749 0.661 0.131 -5.727	R 1 1 3 0.505 0.498 -0.187 2.475	4 -0.715 -0.682 -0.085 -11.389
L 112 1 1 -0.183 -0.255 0.108 -10.941	2 0.749 0.662 -0.006 -5.305	R 2 1 3 0.501 0.494 -0.131 3.125	4 -0.713 -0.687 -0.040 -9.402
L 113 1 1 -0.181 -0.251 0.096 -11.363	2 0.752 0.662 -0.176 -4.523	R 2 1 3 0.501 0.492 0.006 2.949	4 -0.711 -0.690 -0.085 -8.189
L 114 1 1 -0.179 -0.248 0.108 -12.163	2 0.755 0.664 0.074 -4.251	R 3 1 3 0.497 0.489 -0.142 2.712	4 -0.711 -0.691 -0.085 -7.108
L 114 1 1 -0.179 -0.246 0.028 -12.576	2 0.758 0.668 0.199 -5.305	R 4 1 3 0.493 0.486 -0.187 2.510	4 -0.709 -0.691 -0.017 -6.396
L 115 1 1 -0.178 -0.246 -0.176 -12.163	2 0.758 0.673 0.119 -6.545	R 5 1 3 0.489 0.484 -0.062 2.571	4 -0.707 -0.692 -0.051 -5.481
L 116 1 1 -0.176 -0.245 0.051 -11.899	2 0.760 0.678 0.165 -7.495	R 5 1 3 0.489 0.480 0.006 2.853	4 -0.706 -0.694 -0.051 -4.892
L 117 1 1 -0.175 -0.243 0.119 -12.426	2 0.763 0.681 0.074 -7.196	R 6 1 3 0.485 0.476 -0.131 3.020	4 -0.706 -0.695 -0.017 -3.723
L 117 1 1 -0.175 -0.240 0.051 -13.007	2 0.766 0.685 0.165 -7.987	R 7 1 3 0.481 0.474 -0.210 2.712	4 -0.704 -0.695 -0.006 -3.064
L 118 1 1 -0.173 -0.240 0.040 -12.813	2 0.766 0.688 0.108 -8.541	R 8 1 3 0.477 0.471 -0.085 2.932	4 -0.702 -0.696 -0.006 -2.536
L 119 1 1 -0.172 -0.237 0.085 -13.191	2 0.769 0.690 0.074 -8.462	R 8 1 3 0.477 0.467 -0.051 3.521	4 -0.701 -0.695 -0.006 -2.510
L 0 0 1 -0.170 -0.234 0.131 -13.824	2 0.772 0.692 0.062 -7.916	R 9 1 3 0.473 0.463 -0.096 3.556	4 -0.701 -0.695 -0.017 -2.123
L 0 0 1 -0.170 -0.232 0.096 -14.545	2 0.775 0.693 0.096 -8.101	R 10 1 3 0.469 0.461 -0.187 3.451	4 -0.699 -0.693 0.062 -2.097
L 1 0 1 -0.169 -0.230 0.085 -14.879	2 0.775 0.694 -0.074 -7.459	R 11 1 3 0.465 0.456 -0.074 3.908	4 -0.697 -0.691 0.051 -2.158
L 2 0 1 -0.168 -0.224 0.244 -16.277	2 0.778 0.693 -0.085 -5.789	R 11 1 3 0.465 0.450 -0.119 5.270	4 -0.696 -0.690 -0.028 -2.774
L 3 0 1 -0.166 -0.218 0.176 17.930	2 0.781 0.691 -0.006 -4.180	R 12 1 3 0.462 0.447 -0.096 5.218	4 -0.696 -0.688 0.028 -3.090
L 3 0 1 -0.166 -0.213 0.131 16.426	2 0.784 0.689 -0.028 -3.284	R 13 1 3 0.458 0.443 -0.267 5.675	4 -0.694 -0.683 0.210 -4.057
L 4 0 1 -0.165 -0.210 0.142 15.705	2 0.784 0.689 -0.176 -2.765	R 14 1 3 0.454 0.437 -0.267 7.002	4 -0.693 -0.680 0.153 -4.884
L 5 0 1 -0.163 -0.206 0.131 15.020	2 0.786 0.689 0.017 -2.053	R 14 1 3 0.454 0.432 -0.165 7.837	4 -0.692 -0.678 0.051 -5.393
L 6 0 1 -0.160 -0.202 0.108 14.404	2 0.786 0.689 -0.176 -1.886	R 15 1 3 0.450 0.429 -0.074 7.626	4 -0.692 -0.677 -0.062 -5.095
L 6 0 1 -0.160 -0.199 0.108 13.367	2 0.786 0.690 0.096 -3.064	R 16 1 3 0.447 0.425 -0.187 7.829	4 -0.690 -0.677 -0.017 -4.541
L 7 0 1 -0.158 -0.196 0.062 13.516	2 0.786 0.693 0.074 -3.178	R 17 1 3 0.443 0.421 -0.119 8.418	4 -0.689 -0.678 -0.028 -3.873
L 8 0 1 -0.154 -0.194 0.085 13.833	2 0.784 0.696 0.153 -5.165	R 17 1 3 0.443 0.418 -0.165 8.848	4 -0.688 -0.679 -0.040 -3.582
L 9 0 1 -0.150 -0.192 0.131 13.886	2 0.781 0.699 0.074 -7.020	R 18 1 3 0.439 0.414 -0.142 8.708	4 -0.688 -0.679 -0.006 -2.976
L 9 0 1 -0.150 -0.188 0.119 13.121	2 0.776 0.701 0.074 -8.435	R 19 1 3 0.436 0.410 -0.187 9.235	4 -0.687 -0.679 0.017 -2.747
L 10 0 1 -0.146 -0.184 0.131 13.446	2 0.776 0.701 0.017 -9.719	R 20 1 3 0.432 0.406 -0.165 9.842	4 -0.685 -0.678 0.085 -2.826
L 11 0 1 -0.141 -0.180 0.142 13.587	2 0.770 0.700 -0.028 -11.767	R 20 1 3 0.432 0.402 -0.165 10.738	4 -0.684 -0.675 0.062 -3.407
L 12 0 1 -0.135 -0.176 0.142 13.719	2 0.761 0.699 -0.153 -13.798	R 21 1 3 0.428 0.397 -0.142 11.011	4 -0.684 -0.673 0.062 -3.996
L 12 0 1 -0.135 -0.171 0.176 12.567	2 0.751 0.697 -0.028 -14.756	R 22 1 3 0.425 0.392 -0.176 11.495	4 -0.683 -0.670 0.119 -4.699
L 13 0 1 -0.128 -0.167 0.165 13.253	2 0.751 0.693 -0.085 -15.767	R 23 1 3 0.421 0.388 -0.165 12.523	4 -0.682 -0.666 0.085 -5.824
L 14 0 1 -0.121 -0.160 0.199 13.859	2 0.739 0.688 -0.108 17.727	R 23 1 3 0.421 0.383 -0.153 13.349	4 -0.681 -0.662 0.176 -7.310
L 15 0 1 -0.112 -0.155 0.187 14.290	2 0.725 0.683 -0.301 15.046	R 24 1 3 0.418 0.379 -0.142 13.833	4 -0.681 -0.658 0.131 -8.110
L 15 0 1 -0.112 -0.149 0.187 12.822	2 0.709 0.678 -0.096 14.273	R 25 1 3 0.414 0.374 -0.199 14.475	4 -0.680 -0.653 0.142 -9.455
L 16 0 1 -0.104 -0.143 0.210 13.508	2 0.709 0.672 -0.187 13.209	R 26 1 3 0.410 0.369 -0.187 15.486	4 -0.679 -0.649 0.176 -10.941
L 17 0 1 -0.095 -0.136 0.346 14.044	2 0.692 0.662 -0.312 10.141	R 26 1 3 0.410 0.364 -0.165 16.295	4 -0.678 -0.644 0.176 -12.549
L 18 0 1 -0.085 -0.127 0.255 13.604	2 0.673 0.652 -0.471 8.040	R 27 1 3 0.407 0.360 -0.187 16.673	4 -0.678 -0.640 0.176 -13.895
L 18 0 1 -0.085 -0.117 0.301 11.231	2 0.653 0.646 0.051 6.387	R 28 1 3 0.403 0.355 -0.176 17.191	4 -0.677 -0.635 0.165 -15.037
L 19 0 1 -0.075 -0.107 0.380 11.020	2 0.653 0.637 -0.153 5.596	R 29 1 3 0.400 0.352 -0.142 17.851	4 -0.677 -0.630 0.176 -16.453
L 20 0 1 -0.065 -0.094 0.494 10.070	2 0.632 0.627 -0.607 2.580	R 29 1 3 0.400 0.348 -0.131 -17.701	4 -0.676 -0.625 0.165 17.956
L 21 0 1 -0.054 -0.079 0.539 7.442	2 0.610 0.614 -0.653 0.338	R 30 1 3 0.397 0.345 -0.074 18.000	4 -0.676 -0.622 0.085 16.725
L 21 0 1 -0.054 -0.064 0.505 3.090	2 0.588 0.599 -0.278 1.349	R 31 1 3 0.393 0.343 -0.062 17.613	4 -0.675 -0.619 0.062 16.233
L 22 0 1 -0.044 -0.054 0.312 3.064	2 0.588 0.587 -0.312 0.004	R 32 1 3 0.390 0.341 -0.051 17.763	4 -0.674 -0.618 -0.028 15.960
L 23 0 1 -0.034 -0.045 0.244 4.040	2 0.565 0.573 -0.539 -2.800	R 32 1 3 0.390 0.340 -0.017 17.481	4 -0.674 -0.617 0.006 15.908
L 24 0 1 -0.024 -0.037 0.267 3.697	2 0.541 0.561 -0.687 -5.578	R 33 1 3 0.386 0.340 -0.017 16.338	4 -0.674 -0.618 -0.028 16.242
L 24 0 1 -0.024 -0.028 0.323 1.481	2 0.517 0.542 -0.335 -3.934	R 34 1 3 0.383 0.339 -0.006 15.424	4 -0.673 -0.618 -0.040 16.558
L 25 0 1 -0.014 -0.019 0.278 1.938	2 0.517 0.524 -0.596 -2.264	R 35 1 3 0.379 0.339 -0.006 14.826	4 -0.673 -0.618 0.176 16.708
L 26 0 1 -0.004 -0.010 0.255 1.903	2 0.494 0.506 -0.675 -4.180	R 35 1 3 0.379 0.339 -0.017 14.211	4 -0.672 -0.618 -0.017 16.778
L 27 0 1 0.005 -0.002 0.278 1.024	2 0.470 0.491 -0.789 -5.877	R 36 1 3 0.376 0.339 0.017 12.901	4 -0.672 -0.618 -0.017 17.024
L 27 0 1 0.005 0.004 0.165 -0.004	2 0.447 0.472 -0.221 -4.295	R 37 1 3 0.373 0.339 -0.017 11.846	4 -0.672 -0.618 0.176 17.051
L 28 0 1 0.013 0.009 0.040 1.393	2 0.447 0.454 -0.539 -2.835	R 38 1 3 0.370 0.340 0.040 11.081	4 -0.671 -0.617 0.017 16.716
L 29 0 1 0.020 0.012 0.028 2.914	2 0.424 0.435 -0.732 -3.556	R 38 1 3 0.370 0.340 -0.028 10.352	4 -0.671 -0.615 0.006 16.295
L 30 0 1 0.027 0.015 0.108 3.670	2 0.402 0.420 -0.687 -4.708	R 39 1 3 0.366 0.340 0.017 9.059	4 -0.671 -0.613 0.085 15.609
L 30 0 1 0.027 0.019 0.142 2.677	2 0.381 0.402 -0.244 -3.257	R 40 1 3 0.363 0.340 -0.028 8.303	4 -0.670 -0.611 0.085 14.879
L 31 0 1 0.033 0.023 0.131 3.503	2 0.381 0.387 -0.482 -2.202	R 41 1 3 0.360 0.340 0.006 7.714	4 -0.670 -0.609 0.051 14.396
L 32 0 1 0.038 0.028 0.244 3.081	2 0.360 0.373 -0.630 -4.040	R 41 1 3 0.360 0.339 -0.006 7.064	4 -0.670 -0.606 0.074 13.446
L 33 0 1 0.042 0.036 0.187 1.877	2 0.341 0.359 -0.630 -5.341	R 42 1 3 0.356 0.339 -0.040 6.255	4 -0.670 -0.603 0.028 12.752
L 33 0 1 0.042 0.040 0.108 0.690	2 0.322 0.344 -0.199 -4.084	R 43 1 3 0.353 0.338 -0.062 5.587	4 -0.669 -0.601 0.062 11.890
L 34 0 1 0.046 0.042 -0.040 1.279	2 0.322 0.331 -0.312 -3.477	R 44 1 3 0.350 0.337 0.006 5.077	4 -0.669 -0.598 0.051 11.064
L 35 0 1 0.048 0.042 -0.051 1.912	2 0.305 0.317 -0.709 -3.705	R 44 1 3 0.350 0.336 -0.040 4.901	4 -0.669 -0.596 0.040 10.448
L 36 0 1 0.049 0.042 -0.017 2.158	2 0.288 0.303 -0.573 -4.470	R 45 1 3 0.347 0.336 -0.017 3.873	4 -0.669 -0.596 0.028 10.229
L 36 0 1 0.049 0.042 0.017 2.237	2 0.273 0.292 -0.142 -3.670	R 46 1 3 0.344 0.336 -0.085 2.897	4 -0.669 -0.595 -0.017 9.965
L 37 0 1 0.049 0.042 0.006 2.281	2 0.273 0.280 -0.460 -2.308	R 47 1 3 0.341 0.336 0.006 2.229	4 -0.669 -0.595 -0.017 9.789
L 38 0 1 0.047 0.042 0.040 1.771	2 0.259 0.270 -0.358 -3.820	R 47 1 3 0.341 0.336 0.062 1.622	4 -0.669 -0.594 0.176 9.604
L 39 0 1 0.045 0.042 -0.051 1.270	2 0.246 0.264 -0.323 -5.270	R 48 1 3 0.337 0.334 -0.062 1.051	4 -0.669 -0.593 -0.017 9.490
L 39 0 1 0.045 0.042 -0.028 1.138	2 0.235 0.255 -0.255 -4.163	R 49 1 3 0.334 0.334 -0.040 0.163	4 -0.669 -0.594 -0.062 9.525
L 40 0 1 0.042 0.041 0.017 0.356	2 0.235 0.242 -0.392 -2.712	R 50 1 3 0.331 0.332 0.006 0.382	4 -0.669 -0.594 0.006 9.508
L 41 0 1 0.038 0.039 -0.187 -0.295	2 0.225 0.234 -0.244 -3.389	R 50 1 3 0.331 0.331 -0.040 -0.136	4 -0.669 -0.594 0.006 9.525
L 42 0 1 0.033 0.038 -0.085 -0.215	2 0.216 0.232 -0.153 -5.138	R 51 1 3 0.328 0.330 -0.187 -0.488	4 -0.669 -0.593 0.040 9.429
L 42 0 1 0.033 0.036 0.028 -1.358	2 0.208 0.226 -0.119 -4.664	R 52 1 3 0.325 0.327 -0.074 -0.708	4 -0.669 -0.593 -0.017 9.305
L 43 0 1 0.027 0.035 -0.028 -3.081	2 0.208 0.217 -0.312 -3.116	R 53 1 3 0.322 0.327 0.051 -1.244	4 -0.669 -0.593 -0.017 9.174
L 44 0 1 0.020 0.033 -0.176 -4.532	2 0.201 0.210 -0.142 -3.275	R 53 1 3 0.322 0.326 0.017 -1.429	4 -0.669 -0.592 -0.028 9.042
L 45 0 1 0.012 0.028 -0.233 -4.743	2 0.196 0.208 -0.153 -4.084	R 54 1 3 0.319 0.326 -0.096 -2.026	4 -0.669 -0.592 -0.028 8.901
L 45 0 1 0.012 0.022 -0.267 -3.178	2 0.191 0.207 -0.085 -4.479	R 55 1 3 0.316 0.323 -0.131 -2.167	4 -0.669 -0.592 0.176 8.927
L 46 0 1 0.004 0.014 -0.267 -3.565	2 0.191 0.203 -0.165 -3.987	R 56 1 3 0.313 0.320 0.017 -1.956	4 -0.670 -0.592 -0.028 8.787
L 47 0 1 -0.005 0.006 -0.278 -3.758	2 0.187 0.198 -0.119 -3.960	R 56 1 3 0.313 0.320 0.017 -2.237	4 -0.670 -0.592 0.006 8.752
L 48 0 1 -0.015 -0.002 -0.289 -3.591	2 0.184 0.195 -0.131 -3.767	R 57 1 3 0.310 0.318 -0.119 -2.791	4 -0.670 -0.592 0.176 8.541
L 48 0 1 -0.015 -0.010 -0.233 -1.859	2 0.182 0.194 0.006 -3.890	R 58 1 3 0.307 0.318 -0.074 -3.662	4 -0.670 -0.592 -0.017 8.330
L 49 0 1 -0.025 -0.017 -0.187 -3.011	2 0.182 0.193 -0.051 -3.934	R 59 1 3 0.305 0.319 -0.028 -4.330	4 -0.671 -0.591 0.176 8.084
L 50 0 1 -0.035 -0.023 -0.233 -4.330	2 0.180 0.190 -0.074 -3.591	R 59 1 3 0.305 0.319 0.006 -4.998	4 -0.671 -0.591 0.017 7.802
L 51 0 1 -0.046 -0.030 -0.244 -4.734	2 0.179 0.188 -0.062 -3.345	R 60 1 3 0.302 0.318 -0.017 -6.105	4 -0.671 -0.590 0.028 7.407
L 51 0 1 -0.046 -0.038 -0.267 -2.809	2 0.178 0.188 -0.028 -3.257	R 61 1 3 0.299 0.318 -0.062 -6.677	4 -0.672 -0.589 0.006 6.914
L 52 0 1 -0.057 -0.046 -0.233 -3.846	2 0.178 0.186 -0.074 -3.037	R 62 1 3 0.296 0.319 -0.017 -7.319	4 -0.672 -0.588 0.051 6.484
L 53 0 1 -0.068 -0.055 -0.358 -4.259	2 0.177 0.186 -0.040 -3.073	R 62 1 3 0.296 0.318 -0.028 -7.881	4 -0.673 -0.587 0.028 6.114
L 54 0 1 -0.079 -0.064 -0.369 -3.960	2 0.177 0.185 -0.051 -2.905	R 63 1 3 0.293 0.317 -0.006 -8.576	4 -0.673 -0.585 0.051 5.218
L 54 0 1 -0.079 -0.074 -0.312 -1.771	2 0.178 0.185 -0.062 -2.633	R 64 1 3 0.290 0.316 -0.108 -8.813	4 -0.673 -0.584 0.051 4.479
L 55 0 1 -0.090 -0.084 -0.289 -2.431	2 0.178 0.185 -0.006 -2.440	R 65 1 3 0.288 0.316 -0.074 -9.147	4 -0.674 -0.582 0.028 3.662
L 56 0 1 -0.102 -0.094 -0.346 -2.914	2 0.179 0.186 0.096 -2.325	R 65 1 3 0.288 0.315 -0.006 -9.640	4 -0.674 -0.580 0.028 3.108
L 57 0 1 -0.114 -0.102 -0.278 -3.090	2 0.182 0.187 0.028 -1.895	R 66 1 3 0.285 0.313 -0.017 -10.141	4 -0.674 -0.579 -0.017 2.607
L 57 0 1 -0.114 -0.110 -0.233 -1.446	2 0.185 0.187 0.006 -1.631	R 67 1 3 0.282 0.313 -0.062 -10.554	4 -0.675 -0.579 -0.017 2.246
L 58 0 1 -0.127 -0.118 -0.312 -2.879	2 0.185 0.191 0.176 -2.360	R 68 1 3 0.279 0.313 -0.051 -10.985	4 -0.676 -0.579 -0.017 2.149
L 59 0 1 -0.140 -0.128 -0.346 -4.022	2 0.190 0.197 0.301 -3.152	R 68 1 3 0.279 0.312 -0.017 -11.354	4 -0.677 -0.579 -0.040 2.325
L 60 0 1 -0.153 -0.138 -0.403 -3.899	2 0.195 0.204 0.176 -3.354	R 69 1 3 0.277 0.310 0.006 -12.101	4 -0.677 -0.581 -0.119 1.745
L 60 0 1 -0.153 -0.148 -0.346 -1.604	2 0.202 0.208 0.006 -3.327	R 70 1 3 0.274 0.310 -0.051 -12.629	4 -0.677 -0.581 0.176 1.437
L 61 0 1 -0.166 -0.158 -0.301 -3.116	2 0.202 0.211 0.119 -3.099	R 71 1 3 0.271 0.310 -0.074 -12.716	4 -0.678 -0.582 -0.028 1.991
L 62 0 1 -0.180 -0.168 -0.369 -4.268	2 0.210 0.215 0.210 -1.982	R 71 1 3 0.271 0.308 -0.017 -12.760	4 -0.679 -0.582 -0.028 2.009
L 63 0 1 -0.194 -0.178 -0.380 -4.048	2 0.219 0.221 0.255 -0.980	R 72 1 3 0.269 0.306 -0.006 -13.253	4 -0.679 -0.582 0.176 1.851
L 63 0 1 -0.194 -0.189 -0.426 -1.490	2 0.230 0.229 0.233 -3.266	R 73 1 3 0.266 0.305 -0.131 -13.182	4 -0.680 -0.581 0.017 2.018
